DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Part Status,Function,Output Configuration,Topology,Output Type,Number of Outputs,Voltage - Input (Min),Voltage - Input (Max),Voltage - Output (Min/Fixed),Voltage - Output (Max),Current - Output,Frequency - Switching,Synchronous Rectifier,Operating Temperature,Mounting Type,Package / Case,Supplier Device Package
"MCP16322T-150E/NGTR-ND,MCP16322T-150E/NGCT-ND,MCP16322T-150E/NGDKR-ND",MCP16322T-150E/NG,Microchip Technology,Microchip Technology,IC REG BUCK 1.5V 2A 16QFN,"3,255",1.69,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Obsolete,Step-Down,Positive,Buck,Fixed,1,6V,24V,1.5V,-,2A,1MHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,16-VFQFN Exposed Pad,16-QFN (3x3)
"1662-3356-2-ND,1662-3356-1-ND,1662-3356-6-ND",S-85S1AB07-I6T1U,ABLIC Inc.,ABLIC Inc.,IC REG BUCK 0.7V 200MA SNT-6A,"2,982",1.69,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",S-85S1A,Active,Step-Down,Positive,Buck,Fixed,1,2.2V,5.5V,0.7V,-,200mA,1MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"6-SMD, Flat Leads",SNT-6A
"576-3352-2-ND,576-3352-1-ND,576-3352-6-ND",MIC23150-4YMT-TR,Microchip Technology,Microchip Technology,IC REG BUCK 1.2V 2A 8MLF,"2,585",1.69,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",HyperLight Load®,Active,Step-Down,Positive,Buck,Fixed,1,2.7V,5.5V,1.2V,-,2A,4MHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,8-UFDFN,8-TDFN (2x2)
"296-49331-2-ND,296-49331-1-ND,296-49331-6-ND",TPS62082DSGR,Texas Instruments,Texas Instruments,IC REG BUCK 3.3V 1.2A 8WSON,"2,380",1.73,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",DCS-Control™,Active,Step-Down,Positive,Buck,Fixed,1,2.3V,6V,3.3V,-,1.2A,2MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,8-WFDFN Exposed Pad,8-WSON (2x2)
"296-46472-2-ND,296-46472-1-ND,296-46472-6-ND",TPS62081DSGR,Texas Instruments,Texas Instruments,IC REG BUCK 1.8V 1.2A 8WSON,"2,359",1.73,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",DCS-Control™,Active,Step-Down,Positive,Buck,Fixed,1,2.3V,6V,1.8V,-,1.2A,2MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,8-WFDFN Exposed Pad,8-WSON (2x2)
"LM3671MF-1.25/NOPBTR-ND,LM3671MF-1.25/NOPBCT-ND,LM3671MF-1.25/NOPBDKR-ND",LM3671MF-1.25/NOPB,Texas Instruments,Texas Instruments,IC REG BUCK 1.25V 600MA SOT23-5,"1,882",1.74,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,2.7V,5.5V,1.25V,-,600mA,2MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"SC-74A, SOT-753",SOT-23-5
"LM3671MF-2.5/NOPBTR-ND,LM3671MF-2.5/NOPBCT-ND,LM3671MF-2.5/NOPBDKR-ND",LM3671MF-2.5/NOPB,Texas Instruments,Texas Instruments,IC REG BUCK 2.5V 600MA SOT23-5,"1,602",1.74,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,2.7V,5.5V,2.5V,-,600mA,2MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"SC-74A, SOT-753",SOT-23-5
"893-1226-2-ND,893-1226-1-ND,893-1226-6-ND",XC9261B18DER-G,Torex Semiconductor Ltd,Torex Semiconductor Ltd,IC REG BUCK 1.8V 1.5A 6USPC,"3,142",1.76,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Last Time Buy,Step-Down,Positive,Buck,Fixed,1,2.7V,5.5V,1.8V,-,1.5A,3MHz,Yes,-40°C ~ 105°C (TA),Surface Mount,6-UFDFN Exposed Pad,6-USPC (1.8x2)
"296-LM3691TLX-3.3/NOPBTR-ND,296-LM3691TLX-3.3/NOPBCT-ND,296-LM3691TLX-3.3/NOPBDKR-ND",LM3691TLX-3.3/NOPB,Texas Instruments,Texas Instruments,IC REG BUCK 3.3V 1A 6DSBGA,"2,266",1.79,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,2.3V,5.5V,3.3V,-,1A,4MHz,Yes,-30°C ~ 85°C (TA),Surface Mount,"6-WFBGA, DSBGA",6-DSBGA (1.5x1.3)
"LM3370SD-3021/NOPBTR-ND,LM3370SD-3021/NOPBCT-ND,LM3370SD-3021/NOPBDKR-ND",LM3370SD-3021/NOPB,Texas Instruments,Texas Instruments,IC REG BUCK 1.2V/3.3V DL 16WSON,"1,087",1.82,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,2,2.7V,5.5V,"1.2V, 3.3V",-,600mA,2MHz,Yes,-30°C ~ 85°C (TA),Surface Mount,16-WFDFN Exposed Pad,16-WSON (5x4)
"ADP2108ACBZ-1.0-R7TR-ND,ADP2108ACBZ-1.0-R7CT-ND,ADP2108ACBZ-1.0-R7DKR-ND",ADP2108ACBZ-1.0-R7,Analog Devices Inc.,Analog Devices Inc.,IC REG BUCK 1V 600MA 5WLCSP,"3,000",1.83,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,2.3V,5.5V,1V,-,600mA,3MHz,Yes,-40°C ~ 125°C (TA),Surface Mount,"5-WFBGA, WLCSP",5-WLCSP (1.02x1.45)
"ADP2108ACBZ-2.5-R7TR-ND,ADP2108ACBZ-2.5-R7CT-ND,ADP2108ACBZ-2.5-R7DKR-ND",ADP2108ACBZ-2.5-R7,Analog Devices Inc.,Analog Devices Inc.,IC REG BUCK 2.5V 600MA 5WLCSP,"2,938",1.83,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,2.3V,5.5V,2.5V,-,600mA,3MHz,Yes,-40°C ~ 125°C (TA),Surface Mount,"5-WFBGA, WLCSP",5-WLCSP (1.02x1.45)
"497-ST1S15J18RTR-ND,497-ST1S15J18RCT-ND,497-ST1S15J18RDKR-ND",ST1S15J18R,STMicroelectronics,STMicroelectronics,IC REG BCK 1.82V 500MA 6FLIPCHIP,"4,857",1.88,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Step-Down,Positive,Buck,Fixed,1,2.3V,5.5V,1.82V,-,500mA,6MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"6-UFBGA, FCBGA",6-FlipChip (1.19x0.94)
"1662-3370-2-ND,1662-3370-1-ND,1662-3370-6-ND",S-85S1PC28-I8T1U,ABLIC Inc.,ABLIC Inc.,IC REG BUCK 2.8V 200MA SNT-8A,"4,976",1.9,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",S-85S1PC,Active,Step-Down,Positive,Buck,Fixed,1,2.2V,5.5V,2.8V,-,200mA,1MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"8-SMD, Flat Lead",SNT-8A
"1662-3337-2-ND,1662-3337-1-ND,1662-3337-6-ND",S-85S1PD22-I8T1U,ABLIC Inc.,ABLIC Inc.,IC REG BUCK 2.2V 200MA SNT-8A,"4,985",1.9,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",S-85S1PD,Active,Step-Down,Positive,Buck,Fixed,1,2.2V,5.5V,2.2V,-,200mA,1MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"8-SMD, Flat Lead",SNT-8A
"1662-3377-2-ND,1662-3377-1-ND,1662-3377-6-ND",S-85S1PD28-I8T1U,ABLIC Inc.,ABLIC Inc.,IC REG BUCK 2.8V 200MA SNT-8A,"4,981",1.9,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",S-85S1PD,Active,Step-Down,Positive,Buck,Fixed,1,2.2V,5.5V,2.8V,-,200mA,1MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"8-SMD, Flat Lead",SNT-8A
"1662-3374-2-ND,1662-3374-1-ND,1662-3374-6-ND",S-85S1PD21-I8T1U,ABLIC Inc.,ABLIC Inc.,IC REG BUCK 2.1V 200MA SNT-8A,"4,979",1.9,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",S-85S1PD,Active,Step-Down,Positive,Buck,Fixed,1,2.2V,5.5V,2.1V,-,200mA,1MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"8-SMD, Flat Lead",SNT-8A
"1662-3379-2-ND,1662-3379-1-ND,1662-3379-6-ND",S-85S1PD33-I8T1U,ABLIC Inc.,ABLIC Inc.,IC REG BUCK 3.3V 200MA SNT-8A,"4,965",1.9,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",S-85S1PD,Active,Step-Down,Positive,Buck,Fixed,1,2.2V,5.5V,3.3V,-,200mA,1MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"8-SMD, Flat Lead",SNT-8A
"1662-3378-2-ND,1662-3378-1-ND,1662-3378-6-ND",S-85S1PD30-I8T1U,ABLIC Inc.,ABLIC Inc.,IC REG BUCK 3V 200MA SNT-8A,"4,902",1.9,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",S-85S1PD,Active,Step-Down,Positive,Buck,Fixed,1,2.2V,5.5V,3V,-,200mA,1MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"8-SMD, Flat Lead",SNT-8A
"1662-3373-2-ND,1662-3373-1-ND,1662-3373-6-ND",S-85S1PD18-I8T1U,ABLIC Inc.,ABLIC Inc.,IC REG BUCK 1.8V 200MA SNT-8A,"4,865",1.9,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",S-85S1PD,Active,Step-Down,Positive,Buck,Fixed,1,2.2V,5.5V,1.8V,-,200mA,1MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"8-SMD, Flat Lead",SNT-8A
"1662-3376-2-ND,1662-3376-1-ND,1662-3376-6-ND",S-85S1PD25-I8T1U,ABLIC Inc.,ABLIC Inc.,IC REG BUCK 2.5V 200MA SNT-8A,"4,825",1.9,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",S-85S1PD,Active,Step-Down,Positive,Buck,Fixed,1,2.2V,5.5V,2.5V,-,200mA,1MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"8-SMD, Flat Lead",SNT-8A
"1662-3369-2-ND,1662-3369-1-ND,1662-3369-6-ND",S-85S1PC20-I8T1U,ABLIC Inc.,ABLIC Inc.,IC REG BUCK 2V 200MA SNT-8A,"4,195",1.9,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",S-85S1PC,Active,Step-Down,Positive,Buck,Fixed,1,2.2V,5.5V,2V,-,200mA,1MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"8-SMD, Flat Lead",SNT-8A
"1662-3371-2-ND,1662-3371-1-ND,1662-3371-6-ND",S-85S1PC33-I8T1U,ABLIC Inc.,ABLIC Inc.,IC REG BUCK 3.3V 200MA SNT-8A,"4,165",1.9,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",S-85S1PC,Active,Step-Down,Positive,Buck,Fixed,1,2.2V,5.5V,3.3V,-,200mA,1MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"8-SMD, Flat Lead",SNT-8A
"1662-3368-2-ND,1662-3368-1-ND,1662-3368-6-ND",S-85S1PC18-I8T1U,ABLIC Inc.,ABLIC Inc.,IC REG BUCK 1.8V 200MA SNT-8A,"3,025",1.9,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",S-85S1PC,Active,Step-Down,Positive,Buck,Fixed,1,2.2V,5.5V,1.8V,-,200mA,1MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,"8-SMD, Flat Lead",SNT-8A
"576-3025-2-ND,576-3025-1-ND,576-3025-6-ND",MIC23250-G4YMT-TR,Microchip Technology,Microchip Technology,IC REG BUCK 1.2V/1.8V DL 10TMLF,"4,822",1.93,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",HyperLight Load®,Active,Step-Down,Positive,Buck,Fixed,2,2.7V,5.5V,"1.2V, 1.8V",-,400mA,4MHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,"10-UFDFN, 10-TMLF®",10-TMLF® (2x2)
